campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,campaign_duration,net_profit,start_month,start_month_name,start_quarter,start_year,end_month,end_month_name,end_quarter,end_year,start_day_of_week,campaign_quarter,revenue_category,roi_performance,budget_category,conversion_performance,profit_margin,revenue_per_day,is_profitable,is_high_performing,is_holiday_campaign,is_long_campaign,is_digital,cost_per_conversion
Team-oriented content-based data-warehouse,2022-11-12,2024-01-15,43643.99,0.26,social media,B2C,organic,0.55,470023.84,429,426379.85000000003,11,November,4,2022,1,January,1,2024,Saturday,4Q2022,medium revenue,Bajo,medium budget,Media,0.9071451567222633,1095.6266666666668,1,0,1,1,1,793.5270909090908
Expanded tangible capacity,2023-06-26,2024-05-07,20647.17,0.87,email,B2B,organic,0.78,759838.76,316,739191.59,6,June,2,2023,5,May,2,2024,Monday,2Q2023,high revenue,Muy alto,low budget,Alta,0.972826906066229,2404.553037974684,1,1,0,0,1,264.70730769230767
Secured methodical system engine,2023-05-30,2024-05-08,29781.93,0.51,webinar,B2C,paid,0.46,567832.12,344,538050.19,5,May,2,2023,5,May,2,2024,Tuesday,2Q2023,medium revenue,Medio,low budget,Media,0.9475515227986749,1650.6747674418605,1,1,0,0,1,647.4332608695652
Synergistic well-modulated conglomeration,2023-04-23,2023-11-23,89003.41,0.87,podcast,B2C,referral,0.18,643537.76,214,554534.35,4,April,2,2023,11,November,4,2023,Sunday,2Q2023,medium revenue,Muy alto,high budget,Baja,0.8616966780628381,3007.1857943925233,1,1,0,0,0,4944.6338888888895
Programmable dedicated ability,2022-10-18,2024-03-26,34838.17,0.55,podcast,B2B,promotion,0.22,286374.76,525,251536.59000000003,10,October,4,2022,3,March,1,2024,Tuesday,4Q2022,low revenue,Medio,medium budget,Baja,0.8783476239316622,545.4757333333333,1,1,0,1,0,1583.5531818181817
Public-key dynamic synergy,2023-03-03,2023-11-16,8209.8,0.91,webinar,B2B,paid,0.78,725706.76,258,717496.96,3,March,1,2023,11,November,4,2023,Friday,1Q2023,high revenue,Muy alto,low budget,Alta,0.9886871661495891,2812.816899224806,1,1,0,0,1,105.25384615384614
Synergistic actuating benchmark,2022-12-14,2023-08-20,13024.35,0.2,email,B2C,organic,0.99,882368.6,249,869344.25,12,December,4,2022,8,August,3,2023,Wednesday,4Q2022,high revenue,Bajo,low budget,Muy alta,0.9852393319526557,3543.6489959839355,1,0,1,0,1,131.5590909090909
Optional client-driven approach,2022-12-30,2024-07-02,9180.95,0.39,webinar,B2C,organic,0.97,93102.44,550,83921.49,12,December,4,2022,7,July,3,2024,Friday,4Q2022,low revenue,Bajo,low budget,Muy alta,0.9013887283727473,169.27716363636364,1,0,1,1,1,94.64896907216496
Cloned exuding matrices,2023-06-03,2024-07-16,46215.77,0.65,email,B2C,paid,0.63,326486.31,409,280270.54,6,June,2,2023,7,July,3,2024,Saturday,2Q2023,low revenue,Alto,medium budget,Alta,0.8584449988117419,798.2550366748167,1,1,0,1,1,733.5836507936507
Expanded zero tolerance adapter,2022-09-19,2024-05-07,80474.62,0.86,email,B2C,organic,0.7,394021.52,596,313546.9,9,September,3,2022,5,May,2,2024,Monday,3Q2022,low revenue,Muy alto,high budget,Alta,0.7957608508286552,661.1099328859061,1,1,0,1,1,1149.6374285714285
Persistent incremental installation,2022-12-22,2024-01-27,12789.78,0.73,email,B2C,paid,0.4,516246.2,401,503456.42,12,December,4,2022,1,January,1,2024,Thursday,4Q2022,medium revenue,Alto,low budget,Media,0.9752254253881191,1287.397007481297,1,1,1,1,1,319.7445
Integrated full-range encoding,2023-06-18,2024-03-01,42818.39,0.12,email,B2B,promotion,0.14,778282.87,257,735464.48,6,June,2,2023,3,March,1,2024,Sunday,2Q2023,high revenue,Muy bajo,medium budget,Baja,0.944983512228658,3028.338015564202,1,0,0,0,0,3058.456428571428
Total system-worthy framework,2023-01-16,2023-08-10,77090.58,0.67,email,B2C,organic,0.1,818026.22,206,740935.64,1,January,1,2023,8,August,3,2023,Monday,1Q2023,high revenue,Alto,high budget,Baja,0.9057602579046916,3971.001067961165,1,1,1,0,1,7709.058
Persistent disintermediate artificial intelligence,2023-01-23,2023-08-21,10659.15,0.7,email,B2B,promotion,0.84,506589.58,210,495930.43,1,January,1,2023,8,August,3,2023,Monday,1Q2023,medium revenue,Alto,low budget,Alta,0.9789590026703667,2412.3313333333335,1,1,1,0,0,126.89464285714286
Self-enabling explicit interface,2023-01-23,2024-06-19,71211.28,0.85,email,B2B,referral,0.94,628222.4,513,557011.12,1,January,1,2023,6,June,2,2024,Monday,1Q2023,medium revenue,Muy alto,high budget,Muy alta,0.8866463851018365,1224.605068226121,1,1,1,1,0,757.5668085106383
User-centric responsive software,2022-09-24,2023-08-04,55105.95,0.39,email,B2B,paid,0.65,980593.34,314,925487.39,9,September,3,2022,8,August,3,2023,Saturday,3Q2022,high revenue,Bajo,high budget,Alta,0.943803462911547,3122.9087261146497,1,0,0,0,1,847.7838461538461
Enterprise-wide bottom-line forecast,2023-01-27,2024-01-26,22701.3,0.21,email,B2C,promotion,0.86,89740.19,364,67038.89,1,January,1,2023,1,January,1,2024,Friday,1Q2023,low revenue,Bajo,low budget,Alta,0.7470330740329388,246.5389835164835,1,0,1,0,0,263.96860465116276
Upgradable transitional productivity,2022-12-25,2024-05-12,28460.11,0.0,social media,B2B,paid,0.37,593949.35,504,565489.24,12,December,4,2022,5,May,2,2024,Sunday,4Q2022,medium revenue,Muy bajo,low budget,Media,0.9520832710735352,1178.4709325396825,0,0,1,1,1,769.1921621621622
Assimilated asynchronous project,2023-03-30,2024-06-25,81474.69,0.34,email,B2B,paid,0.98,116549.43,453,35074.73999999999,3,March,1,2023,6,June,2,2024,Thursday,1Q2023,low revenue,Bajo,high budget,Muy alta,0.30094304193508276,257.28350993377484,1,0,0,1,1,831.374387755102
Reverse-engineered 4thgeneration alliance,2022-10-10,2023-12-12,99406.41,0.77,webinar,B2B,promotion,0.3,485297.93,428,385891.52,10,October,4,2022,12,December,4,2023,Monday,4Q2022,medium revenue,Alto,high budget,Media,0.7951641582316249,1133.873668224299,1,1,0,1,0,3313.547
Networked bi-directional help-desk,2023-03-23,2023-09-24,89764.52,0.5,podcast,B2C,organic,0.8,346320.53,185,256556.01,3,March,1,2023,9,September,3,2023,Thursday,1Q2023,low revenue,Medio,high budget,Alta,0.7408050859705025,1872.002864864865,1,0,0,0,1,1122.0565000000001
Diverse exuding superstructure,2022-09-07,2023-11-04,11769.71,0.63,webinar,B2B,paid,0.24,155142.36,423,143372.65,9,September,3,2022,11,November,4,2023,Wednesday,3Q2022,low revenue,Alto,low budget,Baja,0.9241360644507406,366.76680851063827,1,1,0,1,1,490.4045833333333
Organized directional service-desk,2022-10-17,2024-05-11,44085.8,0.97,webinar,B2B,referral,0.71,88806.24,572,44720.44,10,October,4,2022,5,May,2,2024,Monday,4Q2022,low revenue,Muy alto,medium budget,Alta,0.5035731723356377,155.25566433566433,1,1,0,1,0,620.9267605633803
Balanced 24hour intranet,2022-09-15,2024-04-11,31712.22,0.5,email,B2C,paid,0.12,523802.73,574,492090.51,9,September,3,2022,4,April,2,2024,Thursday,3Q2022,medium revenue,Medio,medium budget,Baja,0.9394577038573282,912.5483101045296,1,0,0,1,1,2642.685
Reactive well-modulated portal,2023-02-04,2023-09-02,34455.95,0.4,social media,B2B,organic,0.6,601996.12,210,567540.17,2,February,1,2023,9,September,3,2023,Saturday,1Q2023,medium revenue,Medio,medium budget,Alta,0.9427638337602575,2866.6481904761904,1,0,0,0,1,574.2658333333333
Realigned intangible application,2023-07-06,2024-01-24,31468.43,0.47,email,B2B,promotion,0.48,147390.21,202,115921.78,7,July,3,2023,1,January,1,2024,Thursday,3Q2023,low revenue,Medio,medium budget,Media,0.7864957923596146,729.654504950495,1,0,0,0,0,655.5922916666667
Front-line web-enabled orchestration,2023-01-12,2024-06-13,89740.86,0.37,social media,B2C,paid,0.21,477285.33,518,387544.47000000003,1,January,1,2023,6,June,2,2024,Thursday,1Q2023,medium revenue,Bajo,high budget,Baja,0.8119764963234886,921.400250965251,1,0,1,1,1,4273.374285714286
Polarized upward-trending frame,2023-03-23,2024-05-23,6806.2,0.55,webinar,B2B,paid,0.78,519790.34,427,512984.14,3,March,1,2023,5,May,2,2024,Thursday,1Q2023,medium revenue,Medio,low budget,Alta,0.9869058743954341,1217.307587822014,1,1,0,1,1,87.25897435897436
Persevering content-based archive,2022-12-27,2024-01-04,21795.27,0.55,social media,B2B,promotion,0.89,397630.37,373,375835.1,12,December,4,2022,1,January,1,2024,Tuesday,4Q2022,low revenue,Medio,low budget,Alta,0.9451871093246725,1066.033163538874,1,1,1,1,0,244.89067415730338
De-engineered content-based budgetary management,2022-09-10,2023-10-06,29328.34,0.4,social media,B2B,promotion,0.47,92788.7,391,63460.36,9,September,3,2022,10,October,4,2023,Saturday,3Q2022,low revenue,Medio,low budget,Media,0.6839233656684489,237.31125319693095,1,0,0,1,0,624.0072340425533
Inverse well-modulated forecast,2023-07-22,2024-07-11,7632.49,0.12,webinar,B2B,organic,0.62,782850.48,355,775217.99,7,July,3,2023,7,July,3,2024,Saturday,3Q2023,high revenue,Muy bajo,low budget,Alta,0.9902503859996356,2205.2126197183097,1,0,0,0,1,123.10467741935483
Progressive web-enabled concept,2022-11-16,2024-05-17,46890.76,0.26,webinar,B2B,organic,0.64,258942.95,548,212052.19,11,November,4,2022,5,May,2,2024,Wednesday,4Q2022,low revenue,Bajo,medium budget,Alta,0.8189147068881388,472.5236313868613,1,0,1,1,1,732.668125
Visionary 4thgeneration help-desk,2022-11-23,2024-05-26,81853.53,0.54,webinar,B2C,referral,0.17,974972.63,550,893119.1,11,November,4,2022,5,May,2,2024,Wednesday,4Q2022,high revenue,Medio,high budget,Baja,0.9160453047794788,1772.677509090909,1,1,1,1,0,4814.913529411765
Up-sized attitude-oriented task-force,2023-07-02,2024-04-07,46635.4,0.4,social media,B2C,promotion,0.46,692709.3,280,646073.9,7,July,3,2023,4,April,2,2024,Sunday,3Q2023,high revenue,Medio,medium budget,Media,0.9326768097382264,2473.9617857142857,1,0,0,0,0,1013.8130434782609
Sharable secondary migration,2023-04-04,2023-09-21,31531.6,0.5,webinar,B2C,referral,0.68,551172.95,170,519641.35,4,April,2,2023,9,September,3,2023,Tuesday,2Q2023,medium revenue,Medio,medium budget,Alta,0.9427918224216192,3242.1938235294115,1,0,0,0,0,463.7
Quality-focused methodical policy,2022-10-23,2023-10-10,51428.64,0.26,social media,B2C,referral,0.28,110819.1,352,59390.46000000001,10,October,4,2022,10,October,4,2023,Sunday,4Q2022,low revenue,Bajo,high budget,Baja,0.5359225981802777,314.82698863636364,1,0,0,0,0,1836.7371428571425
Distributed multimedia encryption,2022-08-16,2024-01-22,83726.63,0.5,webinar,B2B,organic,0.13,458296.26,524,374569.63,8,August,3,2022,1,January,1,2024,Tuesday,3Q2022,medium revenue,Medio,high budget,Baja,0.817308938981959,874.611183206107,1,0,0,1,1,6440.51
Switchable user-facing archive,2022-10-22,2024-06-11,85417.27,0.78,webinar,B2C,referral,0.74,509606.8,598,424189.52999999997,10,October,4,2022,6,June,2,2024,Saturday,4Q2022,medium revenue,Alto,high budget,Alta,0.832385929701095,852.1852842809365,1,1,0,1,0,1154.2874324324325
Virtual bottom-line parallelism,2022-08-16,2023-09-05,44082.14,0.5,email,B2C,organic,0.49,903002.29,385,858920.15,8,August,3,2022,9,September,3,2023,Tuesday,3Q2022,high revenue,Medio,medium budget,Media,0.95118269301399,2345.4604935064935,1,0,0,1,1,899.6355102040816
Customer-focused mobile Graphic Interface,2023-01-19,2023-11-21,61946.3,0.89,webinar,B2C,paid,0.85,217755.18,306,155808.88,1,January,1,2023,11,November,4,2023,Thursday,1Q2023,low revenue,Muy alto,high budget,Alta,0.7155231852578663,711.6182352941177,1,1,1,0,1,728.7800000000001
Networked asynchronous standardization,2023-06-06,2024-01-06,50168.89,0.14,email,B2B,referral,0.67,610750.16,214,560581.27,6,June,2,2023,1,January,1,2024,Tuesday,2Q2023,medium revenue,Muy bajo,high budget,Alta,0.9178569351500456,2853.972710280374,1,0,0,0,0,748.7894029850746
Persevering coherent concept,2022-09-15,2023-12-13,54331.15,0.5,social media,B2B,promotion,0.39,992544.71,454,938213.5599999999,9,September,3,2022,12,December,4,2023,Thursday,3Q2022,high revenue,Medio,high budget,Media,0.9452607530395281,2186.2218281938326,1,0,0,1,0,1393.1064102564103
Secured systemic groupware,2022-08-28,2023-10-17,72529.72,0.83,email,B2C,referral,0.24,97176.72,415,24647.0,8,August,3,2022,10,October,4,2023,Sunday,3Q2022,low revenue,Muy alto,high budget,Baja,0.2536307049671979,234.16077108433734,1,1,0,1,0,3022.0716666666667
Team-oriented motivating productivity,2022-09-21,2023-09-06,40881.17,0.35,podcast,B2B,promotion,0.1,689581.23,350,648700.0599999999,9,September,3,2022,9,September,3,2023,Wednesday,3Q2022,high revenue,Bajo,medium budget,Baja,0.9407159472713605,1970.2320857142856,1,0,0,0,0,4088.1169999999997
Seamless exuding model,2022-11-20,2023-08-05,68885.7,0.19,webinar,B2B,organic,0.21,162090.83,258,93205.12999999999,11,November,4,2022,8,August,3,2023,Sunday,4Q2022,low revenue,Muy bajo,high budget,Baja,0.5750179081691419,628.2590310077519,1,0,1,0,1,3280.2714285714283
Cross-platform bandwidth-monitored model,2023-02-23,2023-09-16,48358.0,0.3,email,B2C,paid,0.39,507844.26,205,459486.26,2,February,1,2023,9,September,3,2023,Thursday,1Q2023,medium revenue,Bajo,medium budget,Media,0.9047778939157449,2477.2890731707316,1,0,0,0,1,1239.948717948718
Face-to-face high-level synergy,2022-08-15,2024-06-03,98289.74,0.99,webinar,B2B,paid,0.79,811980.83,658,713691.09,8,August,3,2022,6,June,2,2024,Monday,3Q2022,high revenue,Muy alto,high budget,Alta,0.8789506643894537,1234.0134194528875,1,1,0,1,1,1244.1739240506329
Compatible eco-centric access,2022-08-24,2023-09-04,4016.62,0.62,social media,B2B,referral,0.99,773055.56,376,769038.9400000001,8,August,3,2022,9,September,3,2023,Wednesday,3Q2022,high revenue,Alto,low budget,Muy alta,0.9948042285602344,2055.998829787234,1,1,0,1,0,40.57191919191919
Down-sized web-enabled data-warehouse,2023-04-08,2024-06-03,41419.79,0.74,social media,B2B,organic,0.35,289139.49,422,247719.69999999998,4,April,2,2023,6,June,2,2024,Saturday,2Q2023,low revenue,Alto,medium budget,Media,0.856748069936763,685.1646682464454,1,1,0,1,1,1183.4225714285715
Streamlined non-volatile projection,2022-10-17,2024-01-19,52686.92,0.18,social media,B2B,organic,0.28,443069.55,459,390382.63,10,October,4,2022,1,January,1,2024,Monday,4Q2022,medium revenue,Muy bajo,high budget,Baja,0.881086569817312,965.2931372549019,1,0,0,1,1,1881.675714285714
Synergized client-driven algorithm,2023-04-11,2023-12-05,16420.77,0.92,social media,B2C,organic,0.73,632069.31,238,615648.54,4,April,2,2023,12,December,4,2023,Tuesday,2Q2023,medium revenue,Muy alto,low budget,Alta,0.9740206180869626,2655.7534033613447,1,1,0,0,1,224.94205479452054
Cross-platform composite matrix,2022-10-30,2024-02-25,46976.52,0.1,webinar,B2C,organic,0.85,371431.14,483,324454.62,10,October,4,2022,2,February,1,2024,Sunday,4Q2022,low revenue,Muy bajo,medium budget,Alta,0.873525628465077,769.0085714285715,1,0,0,1,1,552.6649411764705
Networked background utilization,2023-03-12,2024-05-19,91122.63,0.5,social media,B2C,organic,0.7,831243.27,434,740120.64,3,March,1,2023,5,May,2,2024,Sunday,1Q2023,high revenue,Medio,high budget,Alta,0.8903779034505747,1915.307073732719,1,0,0,1,1,1301.7518571428573
Quality-focused composite challenge,2022-12-01,2024-01-28,4855.98,0.35,podcast,B2B,promotion,0.85,649003.16,423,644147.18,12,December,4,2022,1,January,1,2024,Thursday,4Q2022,medium revenue,Bajo,low budget,Alta,0.9925177868163231,1534.2864302600474,1,0,1,1,0,57.12917647058823
Enhanced asymmetric open system,2023-04-08,2023-12-20,54503.83,0.5,social media,B2B,promotion,0.9,79089.3,256,24585.47,4,April,2,2023,12,December,4,2023,Saturday,2Q2023,low revenue,Medio,high budget,Muy alta,0.31085709444893306,308.942578125,1,0,0,0,0,605.5981111111112
Innovative hybrid time-frame,2022-08-12,2023-12-21,12098.23,0.5,email,B2C,paid,0.44,270608.24,496,258510.00999999998,8,August,3,2022,12,December,4,2023,Friday,3Q2022,low revenue,Medio,low budget,Media,0.9552924552482215,545.581129032258,1,0,0,1,1,274.9597727272727
Re-engineered intangible intranet,2023-03-06,2024-03-15,14419.22,0.29,podcast,B2C,promotion,0.18,108083.4,375,93664.18,3,March,1,2023,3,March,1,2024,Monday,1Q2023,low revenue,Bajo,low budget,Baja,0.8665917245386433,288.2224,1,0,0,1,0,801.0677777777778
Multi-channeled zero administration software,2023-01-09,2023-10-17,59892.4,0.68,email,B2B,promotion,0.66,940283.84,281,880391.44,1,January,1,2023,10,October,4,2023,Monday,1Q2023,high revenue,Alto,high budget,Alta,0.9363039143584558,3346.2058362989324,1,1,1,0,0,907.4606060606061
Universal national adapter,2022-11-28,2024-07-05,5197.61,0.1,social media,B2C,referral,0.78,61121.6,585,55923.99,11,November,4,2022,7,July,3,2024,Monday,4Q2022,low revenue,Muy bajo,low budget,Alta,0.9149627954765582,104.48136752136752,1,0,1,1,0,66.63602564102564
Centralized system-worthy knowledgebase,2022-09-16,2024-01-20,6310.87,0.74,email,B2C,paid,0.62,845412.79,491,839101.92,9,September,3,2022,1,January,1,2024,Friday,3Q2022,high revenue,Alto,low budget,Alta,0.9925351614327954,1721.8183095723016,1,1,0,1,1,101.7882258064516
Open-architected asymmetric time-frame,2023-03-25,2024-06-03,80612.13,0.31,podcast,B2C,promotion,0.97,112762.13,436,32150.0,3,March,1,2023,6,June,2,2024,Saturday,1Q2023,low revenue,Bajo,high budget,Muy alta,0.28511345076578454,258.6287385321101,1,0,0,1,0,831.0528865979381
Centralized leadingedge Local Area Network,2023-01-31,2023-09-27,80358.87,0.5,webinar,B2B,organic,0.64,112718.32,239,32359.45000000001,1,January,1,2023,9,September,3,2023,Tuesday,1Q2023,low revenue,Medio,high budget,Alta,0.2870824369987062,471.624769874477,1,0,1,0,1,1255.60734375
Organized needs-based conglomeration,2022-10-19,2023-10-02,73855.23,0.54,social media,B2B,promotion,0.5,215072.47,348,141217.24,10,October,4,2022,10,October,4,2023,Wednesday,4Q2022,low revenue,Medio,high budget,Media,0.6566030510553024,618.0243390804598,1,1,0,0,0,1477.1046
Optional secondary collaboration,2023-04-19,2024-02-28,63911.62,0.4,podcast,B2C,organic,0.49,177445.17,315,113533.55000000002,4,April,2,2023,2,February,1,2024,Wednesday,2Q2023,low revenue,Medio,high budget,Media,0.639823276113968,563.3180000000001,1,0,0,0,1,1304.3187755102042
Synchronized client-driven challenge,2023-02-08,2023-08-22,50124.39,0.7,social media,B2B,paid,0.22,639517.42,195,589393.03,2,February,1,2023,8,August,3,2023,Wednesday,1Q2023,medium revenue,Alto,high budget,Baja,0.9216215408174495,3279.576512820513,1,1,0,0,1,2278.3813636363634
Enterprise-wide zero administration Graphic Interface,2022-11-24,2024-05-11,38086.24,0.65,podcast,B2C,paid,0.71,684590.46,534,646504.22,11,November,4,2022,5,May,2,2024,Thursday,4Q2022,high revenue,Alto,medium budget,Alta,0.9443663880446128,1282.004606741573,1,1,1,1,1,536.4259154929578
Programmable local moratorium,2023-03-27,2023-08-15,48046.33,0.9,podcast,B2C,promotion,0.45,50534.85,141,2488.519999999997,3,March,1,2023,8,August,3,2023,Monday,1Q2023,low revenue,Muy alto,medium budget,Media,0.04924364077463368,358.4031914893617,1,1,0,0,0,1067.6962222222223
Networked systematic attitude,2022-11-01,2023-10-02,63808.2,0.67,email,B2B,promotion,0.17,275542.3,335,211734.09999999998,11,November,4,2022,10,October,4,2023,Tuesday,4Q2022,low revenue,Alto,high budget,Baja,0.7684268440816527,822.5143283582089,1,1,1,0,0,3753.4235294117643
Pre-emptive solution-oriented standardization,2023-01-31,2023-12-24,26057.53,0.94,email,B2B,referral,0.32,169915.72,327,143858.19,1,January,1,2023,12,December,4,2023,Tuesday,1Q2023,low revenue,Muy alto,low budget,Media,0.8466443834625778,519.6199388379205,1,1,1,0,0,814.2978125
Down-sized contextually-based strategy,2022-12-07,2024-01-20,56381.6,0.7,social media,B2C,referral,0.41,492601.2,409,436219.60000000003,12,December,4,2022,1,January,1,2024,Wednesday,4Q2022,medium revenue,Alto,high budget,Media,0.8855431127654582,1204.4039119804402,1,1,1,1,0,1375.160975609756
Reverse-engineered zero administration workforce,2022-10-11,2023-10-14,57815.1,0.62,webinar,B2B,promotion,0.65,962065.9,368,904250.8,10,October,4,2022,10,October,4,2023,Tuesday,4Q2022,high revenue,Alto,high budget,Alta,0.9399052601282303,2614.309510869565,1,1,0,1,0,889.4630769230769
